,sentiment,text
25288,2, i really wish i could convince brandon to move somewhere like that all he wants to do is move to lexington 
19518,2, chocolate with peanut butter one of my favorite combonations
7999,0,college work sucks so much exclamation 
25308,2, happy mother s day to ms pat carey
11898,1,i m so out of it this morning that don t know if coffee or energy drink will help me get going this morning
3151,0,you can see the coffee table again exclamation exclamation so when r u cominging over 2 insult me into cleaning the rest of the house question 
9211,1, you have a dm amigui
7059,0, no kidding there exclamation ugh one thing i know for sure it won t be me showing the property this weekend
22247,2,baseball games whoo hooo when to banquet yesterday at the hyhtt sooo fun
22801,2, i told ya ll i am a good girl you can see my halo and everything
19776,2, just going through some of his tracks in itunes and buying his awesome tracks i don t have loving it
2016,0,my car is possessed and won t stop honking at me
2756,0,can t be arsed to get out of bed hello sunshine
13796,1, it s so not like me i m in the middle of coordinating a 3 point move stuff from il old nyc apt all stuff new apt 
10405,1,skipping school w carleigh today both of us barley got an hr of sleep last nite i got a new bby kitten exclamation shes all black
18503,2, friends are the same soul different bodies plato
19992,2,happy mother s day exclamation 
1737,0,maybe i should take up drinking again feel as if i have a massive hangover still not yself today
720,0,this twitter censored bores me now i c y i haven t been on here in a month
22468,2,back from school daily show was amazing gonna watch it again later i think xd
12116,1, actually i think the na release date was confirmed for september so it s a bit more of a wait 
1699,0,f y i a lot of you people that are following me i have unfollowed a lot of you yer kinda boring me or not really helpful to my e growth exclamation 
18793,2,we are having a day at home today which is proving to be rather lovely
20376,2,mothers day love you madre chels tonight cant wait for her to see her present exclamation 
20628,2,done exclamation finally yay now i can relax for well one day d haha 
6186,0,finally the internet is up the server is down in phoenix and it was censored up 
4634,0,spent the night finally relaxing with nogard on wow after finishing some work needed to take a small break from art i really missed this
974,0,you ever come across something that reminds you alot of the one person that completely broke your heart question cause i just did
5386,0,ugh back in reno
24284,2, my pleasure i can t be with my mom on mother s day but i can spread love 
4868,0,i have a yucky burn
4439,0, no i m just tired 
17421,1,i saw a squirrel get hit by a car while walking to bart this morning wondering if there was anything i could have done 
17877,2, i know i m so excited for them exclamation 
1405,0, _janet_ ouch i hate it when favourite items of clothing get ruined 
16981,1, lol that is so charlie i miss charlie
6096,0,big header folio has been up 2 hours no sales yet i m really impatient lol
6878,0,possibly going out tonight is there anything to do in lancaster question i miss baltimore
22236,2, haha no kidding i listen to them all day long bud
25509,2,is looking forward to spending time with mom today
17831,2, iã â â½m good wanna get out of the office 
4054,0, and now i am starting to feel really old 
8981,1,can you get me a sub from subway when ur on your way home question 
12328,1,will just take a bath
18059,2,made breakfast today happy mother s day 
25612,2,oh i forgot to tell you last night that when i was a alton towers i touched a shark it was amazing exclamation exclamation exclamation exclamation it was nt a massive one tho
11840,1,is tired but happy the orphanage was wow and babysitting was really fun
11963,1,my grandpa was telling me how they used to cut up human bodies in med school
12428,1,awwww i love him exclamation his car was soooo cute tonight exclamation exclamation i love me some carl my 10yr old is sad now lol 
20115,2,happy mother s day to all the beautiful moms out there i m kind of a mom i think my little pup counts exclamation 
4170,0,listening to have heart aka i took over carlys last fm its 4am need to be up in 4 hours looooong day tomorrow
25807,2, love dawn of the replicants exclamation love music monday exclamation 
17731,2, how is aussie im hopin to be there in sydney in less than a week just got my visa on thursday whoot whoot
24762,2, she s unassuming and unpretentious she s just as i suppose that s why she s so endearing because we can relate to her
14205,1,my birthday is in 2 days
19311,2,happy mothers day to all the beautful mums 
25121,2, that s a great idea
14330,1,i wanna be at bea as well exclamation exclamation exclamation exclamation bea09
21586,2,thanks for the concern guys a few stitches later all is well whew 
22209,2, morning dude exclamation ivy has decided she wants to go on a boat today are you guys around this pm question would be nice to see you 
23971,2,made this for you when i got home from wango tango what a wonderful day 
476,0, yes though perhaps i wasn t thinking i like vague it seems a popper term for you 
9352,1,well that s the last of the fabs gone
21363,2,im an avid fan of censored magazine and i love your magazines
18342,2, when u gonna come show minnesota some love though hun question exclamation 
9515,1,_kid congrats im still jobless
23042,2,had the best mother s day exclamation breakfast shopping and lunch drinks chocolate galore exclamation 
931,0,oh no exclamation i just read they are going to do a remake of girls just wanna have fun stop it hollywood just stop exclamation 
1497,0, they are evil mean people who hurt you i have a terrible phobia of dentists but had toothache from hell this week
578,0, ugh exclamation tis so warm outside too unfair exclamation i want to go read and pack exclamation 
12731,1,going to get waterguns from tesco today haha its sunny 
11350,1, check out my twitpic telling people to buy your album exclamation 
24079,2,may the 4th be with you exclamation happy star wars day exclamation 
1812,0, _glitter_ kk but 4 sum reason its not lettin me vote 4 them
10337,1,in communications class
6716,0, yeah that doesn t sound very good
15006,1, wow i really hope it gets better asthma sucks
7983,0,in class sick and hungry
8071,0,still soo tired not ready to get up for the day work again
9730,1, nup no cd either just a whole bunch of zeros and ones you can have for free
4679,0,i don t wanna work a 10 hour shift today exclamation i d rather whisper sweet nothings into the earpiece of a lady friend s cellphone 
